anime_id,name,genre,type,episodes,rating,members
21667,Non Non Biyori: Okinawa e Ikukoto ni Natta,"Comedy, School, Seinen, Slice of Life",OVA,1,7.65,25169
3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.65,29771
26243,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.65,315630
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"Comedy, Parody, School",Special,1,7.65,6929
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"Drama, Historical, Samurai, Shounen",Movie,1,7.65,33191
16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural",TV,13,7.65,20640
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.64,16986
1239,Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",TV,39,7.64,55056
2768,CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1,7.64,13985
2514,Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure, Mystery, Police, Shounen",OVA,1,7.64,8974
1394,Future GPX Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.64,1040
17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.64,31747
11663,Hakuouki OVA,"Action, Drama, Historical, Samurai, Supernatural",OVA,2,7.64,7791
270,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13,7.64,308995
1356,Hokuto no Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43,7.64,11090
6553,Junjou Romantica Special,"Comedy, Romance, Shounen Ai",Special,1,7.64,17378
1567,Kaitou Saint Tail,"Adventure, Magic, Romance, Shoujo",TV,43,7.64,8794
15437,Kore wa Zombie Desu ka? of the Dead OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,1,7.64,54828
13655,Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26,7.64,138655
334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,7.64,24745
7651,Ningen Shikkaku: Director&#039;s Cut-ban,"Drama, Historical, Psychological, Seinen",Movie,1,7.64,4292
1029,Omoide Poroporo,"Drama, Romance, Slice of Life",Movie,1,7.64,39589
209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26,7.64,47053
15775,Saint☆Oniisan,"Comedy, Seinen, Slice of Life",OVA,2,7.64,33668
10469,Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody",Special,1,7.63,9669
16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754
10714,Towa no Quon 3: Mugen no Renza,"Action, Super Power, Supernatural",Movie,1,7.64,19053
32899,Watashi ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",TV,12,7.64,57638
10216,"Yondemasu yo, Azazel-san. (TV)","Comedy, Demons, Supernatural",TV,13,7.64,42147
6408,&quot;Bungaku Shoujo&quot; Movie,"Drama, Mystery, Romance, School",Movie,1,7.63,40984
32828,Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TV,12,7.63,95339
10067,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",Special,1,7.63,134180
13115,Hakuouki Reimeiroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.63,29485
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Martial Arts, Romance",Movie,1,7.63,4614
821,Initial D Battle Stage,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.63,13633
5494,Konnichiwa Anne: Before Green Gables,"Drama, Historical, Kids, Slice of Life",TV,39,7.63,2723
6604,Kuruneko,"Comedy, Slice of Life",TV,50,7.63,2526
32526,Love Live! Sunshine!!,"Music, School, Slice of Life",TV,13,7.63,45246
8100,Mardock Scramble: The First Compression,"Action, Psychological, Sci-Fi",Movie,1,7.63,40698
14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.63,66972
2835,Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49,7.63,2409
2549,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",TV,53,7.63,1744
814,Prince of Tennis: Atobe&#039;s Gift,"Comedy, Shounen, Sports",Movie,1,7.63,10567
28497,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,7.63,218747
15989,Saki Achiga-hen: Episode of Side-A Specials,"Game, School, Slice of Life",Special,4,7.63,9163
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Comedy, Drama, Ecchi, Fantasy, Magic, Romance, Shounen, Slice of Life",Movie,1,7.63,4199
7858,Sora no Otoshimono: Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",OVA,1,7.63,61903
5118,Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody",ONA,25,7.63,70416
1651,Uchuu Senkan Yamato 2,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.63,3461
691,Yawara!,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",TV,124,7.63,6437
11759,Accel World,"Action, Game, Romance, School, Sci-Fi",TV,24,7.62,324284
16273,Acchi Kocchi (TV): Place=Princess,"Comedy, Romance, School, Seinen, Slice of Life",Special,1,7.62,26246
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",Movie,1,7.62,24968
2424,Cardcaptor Sakura Specials,Comedy,Special,3,7.62,18604
6573,Darker than Black: Ryuusei no Gemini,"Action, Mystery, Sci-Fi, Super Power",TV,12,7.62,222243
21743,Donten ni Warau,"Action, Historical, Shoujo",TV,12,7.62,57649
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.62,65953
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.62,66471
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,"Action, Comedy, Fantasy, Magic",TV,12,7.62,30457
364,Gallery Fake,"Mystery, Seinen",TV,37,7.62,6806
4060,Grimm Masterpiece Theater,"Adventure, Comedy, Fantasy, Kids, Magic",TV,24,7.62,1938
23269,Hello!! Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.63,33295
3165,Hidamari Sketch Specials,"Comedy, School, Slice of Life",Special,2,7.62,13334
449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",Movie,1,7.62,50008
32870,Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e,"School, Shounen, Sports",Movie,1,7.61,5470
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",Movie,1,7.62,44030
96,Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49,7.62,36338
10589,Naruto: Shippuuden Movie 5 - Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Movie,1,7.62,75660
3420,Shigofumi,"Drama, Fantasy, Psychological, Supernatural, Thriller",TV,12,7.62,54000
10378,Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.62,45613
31327,Shokugeki no Souma OVA,"Ecchi, School, Shounen",OVA,3,7.62,24456
3369,Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen",TV,20,7.62,3735
8197,So Ra No Wo To Specials,"Military, Music, Sci-Fi, Slice of Life",Special,2,7.62,16491
1072,Sweat Punch,"Action, Fantasy, Historical, Mecha",OVA,5,7.62,26679
18499,Yozakura Quartet: Tsuki ni Naku,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.62,13790
5075,Yuusha Keisatsu J-Decker,"Action, Adventure, Mecha, Police, Sci-Fi",TV,48,7.62,1116
1195,Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13,7.62,346828
1003,Aa! Megami-sama! (TV) Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,3,7.61,19257
11235,Amagami SS+ Plus,"Comedy, Romance, School, Slice of Life",TV,13,7.61,73813
586,Ayakashi: Japanese Classic Horror,"Fantasy, Historical, Horror",TV,11,7.61,34938
4981,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24,7.61,80307
2961,Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi",Movie,1,7.61,60753
1747,Freedom,"Action, Adventure, Sci-Fi",OVA,7,7.61,13918
2409,Gokudou-kun Manyuuki,"Adventure, Comedy, Fantasy, Magic",TV,26,7.61,8131
4039,Golgo 13 (TV),"Action, Adventure, Drama, Seinen, Thriller",TV,50,7.61,18687
2458,Kimagure Orange☆Road OVA,"Comedy, Drama, Magic, Romance, School",OVA,8,7.61,3542
22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,52,7.61,3085
1563,Magic Knight Rayearth II,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,29,7.61,19209
1289,Mobile Police Patlabor: The New Files,"Comedy, Mecha, Police, Sci-Fi",OVA,16,7.61,3952
9181,Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988
33091,Planetarian: Chiisana Hoshi no Yume,"Drama, Sci-Fi",ONA,5,7.61,38303
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,"Action, Fantasy, Magic, Shoujo",Movie,1,7.61,2842
1608,Salaryman Kintarou,"Comedy, Drama, Seinen",TV,20,7.61,4151
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,13,7.61,113911
18523,Senyuu. 2,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.61,30726
7041,Seto no Hanayome OVA Specials,"Comedy, Parody, School",Special,2,7.61,7011
2923,Shugo Chara!,"Comedy, Magic, School, Shoujo",TV,51,7.61,121108
9930,Snow Halation,Music,Music,1,7.61,8731
31297,Tokyo Ghoul: &quot;Pinto&quot;,"Action, Drama, Horror, Mystery, Psychological, Supernatural",OVA,1,7.61,52312
1919,Urusei Yatsura OVA,"Adventure, Comedy, Sci-Fi",OVA,11,7.61,2470
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"Comedy, Romance, School",OVA,1,7.61,80676
18497,Yozakura Quartet: Hana no Uta,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,13,7.61,58245
21639,Yu☆Gi☆Oh! Arc-V,"Action, Fantasy, Game, Shounen",TV,Unknown,7.61,17571
283,Akage no Anne,"Drama, Historical, Slice of Life",TV,50,7.6,9460
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Shounen, Supernatural",Movie,1,7.6,134739
18671,Chuunibyou demo Koi ga Shitai! Ren,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.6,208885
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Comedy, School",Special,1,7.6,72085
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Shounen,Special,1,7.6,2506
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.6,18847
32948,Fune wo Amu,"Drama, Slice of Life",TV,11,7.6,28620
3213,Ganbare Genki,"Action, Comedy, Shounen, Sports",TV,35,7.6,805
19195,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.6,19565
21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",TV,12,7.6,82999
5998,Hottarake no Shima: Haruka to Mahou no Kagami,Fantasy,Movie,1,7.6,6517
2330,Jibaku-kun,"Adventure, Comedy, Fantasy",TV,26,7.6,6036
3449,Kamichu! Specials,"Comedy, Drama, Slice of Life, Supernatural",Special,4,7.6,6978
218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,7.6,27976
1047,On Your Mark,"Drama, Music, Sci-Fi",Music,1,7.6,13661
22539,"One More Time, One More Chance","Drama, Music, Romance, Slice of Life",Music,1,7.6,5660
16287,One Piece: Romance Dawn,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.6,8326
8476,Otome Youkai Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,7.6,61957
13587,Persona 4 the Animation: No One is Alone,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,7.6,26501
10257,Pretty Rhythm: Aurora Dream,"Music, Shoujo, Slice of Life, Sports",TV,51,7.6,9431
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,"Action, Comedy, School, Shounen, Sports",Movie,1,7.6,6162
23281,Psycho-Pass 2,"Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435
166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,"Comedy, Parody, School",Special,1,7.6,6752
8557,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.6,95242
1913,Shonan Junai Gumi!,"Action, Comedy, School",OVA,5,7.6,20261
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,"Drama, Josei",OVA,2,7.6,3208
6802,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",TV,12,7.6,84390
30911,Tales of Zestiria the X,"Action, Adventure, Fantasy",TV,12,7.6,107325
200,Tenshi na Konamaiki,"Comedy, Magic, Romance, Shounen",TV,50,7.6,15077
3613,Toshokan Sensou,"Action, Comedy, Military, Romance",TV,12,7.6,38882
3712,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.6,210891
22419,Acchi Kocchi,Dementia,Movie,1,7.59,3433
13709,Afro Samurai Movie,"Action, Adventure, Samurai",Movie,1,7.59,21622
1474,City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery, Shounen",Movie,1,7.59,3368
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,"Action, Mecha, Military",Movie,1,7.59,45069
8687,Doraemon (2005),"Comedy, Kids, Sci-Fi, Shounen",TV,Unknown,7.59,2980
10765,Hikaru no Go Special,"Comedy, Game, Shounen, Supernatural",OVA,1,7.59,4253
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Comedy,Special,3,7.59,12153
1454,Kemonozume,"Action, Demons, Horror, Romance, Supernatural",TV,13,7.59,33086
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.59,17967
2971,Kyou kara Maou! R,"Adventure, Comedy, Fantasy",OVA,5,7.59,14845
98,Mai-HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,7.59,76492
20541,Mikakunin de Shinkoukei,"Comedy, Romance, School, Slice of Life",TV,12,7.59,133385
1095,Mobile Police Patlabor: The Movie,"Drama, Mecha, Military, Police",Movie,1,7.59,14779
593,Mugen no Ryvius,"Drama, Mecha, Military, Psychological, Sci-Fi, Space",TV,26,7.59,22714
32566,Noblesse: Pamyeol-ui Sijak,"Action, Adventure, Supernatural",OVA,1,7.59,12418
2680,One Piece: Straw Hat Theater,"Adventure, Fantasy, Shounen",Special,5,7.59,17153
32026,Osomatsu-san Special,"Comedy, Parody",Special,1,7.59,5005
708,Patapata Hikousen no Bouken,"Adventure, Sci-Fi",TV,26,7.59,2629
10445,Perfect Day,Music,Music,1,7.59,7743
13391,Rakuen Tsuihou: Expelled from Paradise,"Action, Mecha, Sci-Fi",Movie,1,7.59,46678
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1,7.59,22219
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,51,7.59,60384
1372,Taiho Shichau zo (1996),"Action, Comedy, Police, Seinen",TV,47,7.59,12156
2337,Tetsujin 28-gou (2004),"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.59,1826
24627,Yamada-kun to 7-nin no Majo (OVA),"Comedy, Romance, School, Shounen",OVA,2,7.59,33816
102,Aishiteruze Baby★★,"Comedy, Drama, Romance, Shoujo",TV,26,7.58,63959
24919,Aoki Hagane no Arpeggio: Ars Nova DC,"Action, Sci-Fi, Seinen",Movie,1,7.58,11943
1686,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power",Movie,1,7.58,151598
1681,Brave Story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",Movie,1,7.58,24523
2800,Candy Candy,"Drama, Shoujo, Slice of Life",TV,115,7.58,11893
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life",Special,1,7.58,31808
22839,Cross Road,"School, Slice of Life",Special,1,7.58,23038
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880
6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1,7.58,110983
4061,Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic",TV,23,7.58,1169
28607,Hetalia: The World Twinkle,"Comedy, Historical, Parody",ONA,15,7.58,15872
9834,Level E,"Comedy, Sci-Fi, Shounen",TV,13,7.58,55252
10075,Naruto x UT,"Action, Comedy, Martial Arts, Shounen, Super Power",OVA,1,7.58,23465
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action, Adventure, Drama, Historical, Romance",TV,26,7.58,1377
2257,Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",TV,75,7.58,1825
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,"Comedy, Drama, Music",Special,1,7.58,13342
1459,Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49,7.58,8546
8676,Amagami SS,"Comedy, Romance, School, Slice of Life",TV,25,7.57,157223
10719,Boku wa Tomodachi ga Sukunai,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.57,325664
59,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26,7.57,266846
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615
17121,Dareka no Manazashi,"Drama, Slice of Life",Movie,1,7.57,28138
6231,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,"Mystery, Shounen",OVA,1,7.57,7187
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen",Movie,1,7.57,1970
15613,Hakkenden: Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.57,61017
6895,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.57,90612
379,Heppoko Jikken Animation Excel♥Saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198
10209,Kore wa Zombie Desu ka? OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2,7.57,73826
12053,Mardock Scramble: The Third Exhaust,"Action, Psychological, Sci-Fi",Movie,1,7.57,20459
5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,1,7.57,21534
24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287
6187,Nodame Cantabile OVA,"Comedy, Josei, Music, Romance, Slice of Life",OVA,1,7.57,17667
490,Paniponi Dash!,"Comedy, Parody, School",TV,26,7.57,38532
64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.57,128688
5671,Saki,"Game, School, Slice of Life",TV,25,7.57,55970
5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.57,93940
20671,Shashinkan,"Drama, Historical, Slice of Life",Movie,1,7.57,1910
1728,Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life",TV,52,7.57,10369
567,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26,7.57,45843
1911,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,"Comedy, Mecha, Shounen",Movie,2,7.57,8079
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",TV,224,7.57,132099
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,1,7.56,10069
12187,Carnival Phantasm EX Season,"Comedy, Supernatural",OVA,1,7.56,22955
31553,Charlotte: Tsuyoi Monotachi,"School, Super Power",Special,1,7.56,39137
1477,City Hunter: The Secret Service,"Action, Comedy, Mystery, Shounen",Special,1,7.56,2956
24655,Date A Live Movie: Mayuri Judgment,"Harem, Romance, Sci-Fi",Movie,1,7.56,48673
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,"Comedy, Mystery, Police, Shounen",OVA,1,7.56,8436
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure, Comedy, Kids",Movie,1,7.56,2262
18465,Genshiken Nidaime,"Comedy, Parody, Slice of Life",TV,13,7.56,29952
852,Gokinjo Monogatari,"Comedy, Drama, Romance, Slice of Life",TV,50,7.56,7279
9865,Hetalia Axis Powers Fan Disc,"Comedy, Historical, Parody",OVA,3,7.56,8070
6399,Higashi no Eden: Falling Down,Music,Music,1,7.56,9881
3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,"Drama, Mystery, Seinen, Supernatural",Special,1,7.56,14891
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,Movie,1,7.56,2048
1091,Mobile Suit Gundam II: Soldiers of Sorrow,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.56,11325
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.","Drama, School, Slice of Life",Movie,1,7.56,1113
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,7.56,16942
34136,Orange: Mirai,"Drama, Romance, School, Sci-Fi, Shoujo",Movie,1,7.56,29969
131,Saiyuuki Reload Gunlock,"Action, Adventure, Comedy, Fantasy, Shoujo",TV,26,7.56,11233
879,Simoun,"Drama, Magic, Military, Romance, Shoujo Ai",TV,26,7.56,24664
1642,Sugar Sugar Rune,"Fantasy, Magic, Shoujo",TV,51,7.56,16484
5712,Tanoshii Muumin Ikka Bouken Nikki,"Adventure, Fantasy, Kids, Slice of Life",TV,26,7.56,2740
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176
885,Tenshi no Tamago,"Dementia, Drama, Fantasy",OVA,1,7.56,35634
3974,Tetsuwan Birdy Decode,"Action, Comedy, Sci-Fi",TV,13,7.56,50384
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,"Action, Sci-Fi, Super Power",OVA,1,7.56,37609
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action, Adventure, Drama, Sci-Fi, Space",TV,22,7.56,2587
156,X,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,24,7.56,51004
29,Zipang,"Action, Drama, Historical, Military, Sci-Fi, Seinen",TV,26,7.56,8630
12149,AKB0048,"Music, Sci-Fi",TV,13,7.55,37763
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",TV,12,7.55,84708
11633,Blood Lad,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,10,7.55,241513
17269,Captain Harlock,"Action, Drama, Sci-Fi, Space",Movie,1,7.56,25484
1476,City Hunter: Hyakuman Dollar no Inbou,"Action, Comedy, Mystery, Shounen",OVA,1,7.55,2881
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,"Action, Mecha, Military",Movie,1,7.55,39669
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13,7.55,122271
17641,Date A Live: Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",OVA,1,7.55,68328
25389,Dragon Ball Z Movie 15: Fukkatsu no F,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.55,41051
6783,ef: A Tale of Memories. - Recollections,"Drama, Mystery, Romance",Special,1,7.55,9125
32930,Fairy Tail OVA (2016),"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,3,7.55,19464
6291,Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military",Special,1,7.55,25423
27631,God Eater,"Action, Fantasy, Military, Sci-Fi",TV,13,7.55,192433
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13,7.55,106865
5929,Hi no Ame ga Furu,"Drama, Historical",Movie,1,7.55,513
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life",TV,12,7.55,158041
5291,Hokuto no Ken Zero: Kenshirou Den,Martial Arts,Movie,1,7.55,4278
12679,Joshiraku,"Comedy, Slice of Life",TV,13,7.55,51084
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1,7.55,52752
1021,Kaikan Phrase,"Drama, Music, Romance, Shoujo",TV,44,7.55,8142
6707,Kuroshitsuji II,"Action, Comedy, Demons, Fantasy, Shounen, Supernatural",TV,12,7.55,234955
207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,7.55,28462
1424,Lupin III: Otakara Henkyaku Daisakusen!!,"Adventure, Comedy, Shounen",Special,1,7.55,2871
3468,Maria-sama ga Miteru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,7,7.55,6085
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,12,7.55,1846
1241,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space",OVA,1,7.55,16102
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22,7.56,9767
5252,One Piece: Romance Dawn Story,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.55,21306
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10,7.55,179569
165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,7.55,66751
13267,Shinryaku!! Ika Musume,"Comedy, Shounen, Slice of Life",OVA,3,7.55,13456
